City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Tigzirt,DZ,36.8886,4.1198,51.82,61,0,7.31,clear sky
345,Aguimes,ES,27.9054,-15.4461,68.67,32,20,1.14,few clouds
346,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.87,94,100,2.68,light rain
347,Hirara,JP,24.8,125.2833,66.47,94,75,12.66,mist
348,Wad Madani,SD,14.4012,33.5199,70.43,26,0,10.11,clear sky
349,Maldonado,UY,-34.6667,-54.9167,65.59,85,6,6.91,clear sky
350,Victoria,HK,22.2855,114.1577,67.95,86,93,4.0,overcast clouds
351,Puerto Leguizamo,CO,-0.1934,-74.7819,70.63,94,94,1.48,overcast clouds
352,Nemuro,JP,43.3236,145.575,27.03,68,5,4.03,clear sky
353,Itoman,JP,26.1247,127.6694,66.58,80,75,19.57,broken clouds
354,Coro,VE,11.4045,-69.6734,74.73,86,94,13.71,overcast clouds
355,Cazones,MX,20.7167,-97.3167,63.18,89,96,2.13,overcast clouds
356,Port Hardy,CA,50.6996,-127.4199,45.75,93,75,2.3,broken clouds
357,Auki,SB,-8.7676,160.7034,82.15,81,99,9.57,moderate rain
358,Haines Junction,CA,60.7522,-137.5108,39.15,60,12,5.75,few clouds
359,Bahawalnagar,PK,30.5508,73.3908,53.87,66,0,2.04,clear sky
360,Tessalit,ML,20.1986,1.0114,62.1,11,0,9.26,clear sky
361,La Ronge,CA,55.1001,-105.2842,12.45,79,100,6.91,overcast clouds
362,Ambilobe,MG,-13.2,49.05,74.07,97,100,1.81,light rain
363,Lasa,IT,46.6166,10.7002,49.46,35,33,3.29,scattered clouds
364,Skibbereen,IE,51.55,-9.2667,44.11,60,100,12.39,overcast clouds
365,Nizhnyaya Omka,RU,55.4338,74.9426,-15.66,99,18,7.16,few clouds
366,Chumikan,RU,54.7183,135.315,9.46,88,100,9.69,overcast clouds
367,Alghero,IT,40.5589,8.3181,48.99,100,0,2.3,clear sky
368,Marsh Harbour,BS,26.5412,-77.0636,72.14,78,87,10.36,overcast clouds
369,Orlik,RU,52.5178,99.825,-20.88,96,96,1.59,overcast clouds
370,Hennebont,FR,47.8051,-3.2734,47.91,89,100,5.75,overcast clouds
371,Dagua,CO,3.6569,-76.6886,70.3,97,100,0.85,overcast clouds
372,Burnie,AU,-41.0667,145.9167,73.94,40,1,11.65,clear sky
373,Abashiri,JP,44.0213,144.2697,25.09,63,20,2.3,few clouds
374,Meulaboh,ID,4.1363,96.1285,75.67,87,100,8.43,light rain
375,Bulawayo,ZW,-20.15,28.5833,63.19,59,0,3.69,clear sky
376,Mount Isa,AU,-20.7333,139.5,96.57,32,40,6.91,scattered clouds
377,Hamilton,US,39.1834,-84.5333,42.64,71,100,8.05,overcast clouds
378,Fairbanks,US,64.8378,-147.7164,-1.91,78,100,6.91,light snow
379,Manadhoo,MV,5.7667,73.3833,80.35,73,33,4.21,scattered clouds
380,Beringovskiy,RU,63.05,179.3167,-17.57,87,2,9.28,clear sky
381,Doha,QA,25.2867,51.5333,57.18,79,0,3.44,clear sky
382,Polson,US,47.6936,-114.1632,39.49,93,100,2.73,overcast clouds
383,Vao,NC,-22.6667,167.4833,80.78,88,100,36.08,light rain
384,Banki,IN,20.3833,85.5333,73.51,64,12,4.52,few clouds
385,Roald,NO,62.5833,6.1333,37.54,65,40,14.97,scattered clouds
386,Kailua,US,21.4022,-157.7394,78.78,72,40,8.05,scattered clouds
387,Nizhniy Tsasuchey,RU,50.5167,115.1333,0.84,87,100,7.09,overcast clouds
388,Tura,IN,25.5198,90.2201,65.84,53,39,2.8,scattered clouds
389,Birao,CF,10.2849,22.7882,64.54,18,36,5.12,scattered clouds
390,Gaoual,GN,11.75,-13.2,72.21,20,52,1.34,broken clouds
391,Shahr-E Babak,IR,30.1165,55.1186,39.7,41,0,7.23,clear sky
392,Olavarria,AR,-36.8927,-60.3225,61.79,68,2,7.65,clear sky
393,Mimongo,GA,-1.6195,11.6068,68.38,99,66,2.55,light rain
394,Maxixe,MZ,-23.8597,35.3472,71.42,100,20,0.0,few clouds
395,Skjervoy,NO,70.0311,20.9714,29.66,58,97,10.92,overcast clouds
396,Adrar,MR,20.5022,-10.0711,61.23,16,5,12.59,clear sky
397,Puerto Madryn,AR,-42.7692,-65.0385,65.77,84,100,10.09,overcast clouds
398,Asau,RO,46.4333,26.4,27.52,90,26,6.85,scattered clouds
399,Talcahuano,CL,-36.7167,-73.1167,60.48,59,0,6.91,clear sky
400,Surt,LY,31.2089,16.5887,56.73,71,77,12.33,broken clouds
401,Shieli,KZ,44.1667,66.75,30.96,89,98,5.03,overcast clouds
402,Rodbyhavn,DK,54.6544,11.352,41.11,92,100,13.87,overcast clouds
403,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,88,40,14.65,scattered clouds
404,Viedma,AR,-40.8135,-62.9967,77.13,49,100,5.73,overcast clouds
405,Khanino,RU,54.211,36.6229,30.31,96,100,8.08,overcast clouds
406,Mayfield,US,36.7417,-88.6367,48.43,70,0,7.14,clear sky
407,Encruzilhada Do Sul,BR,-30.5439,-52.5219,60.28,88,0,7.02,clear sky
408,Cacule,BR,-14.5033,-42.2222,68.52,75,96,3.38,overcast clouds
409,Maniitsoq,GL,65.4167,-52.9,14.52,93,100,10.87,snow
410,Guadalupe Y Calvo,MX,26.1,-106.9667,38.39,45,100,3.2,overcast clouds
411,Dunedin,NZ,-45.8742,170.5036,65.8,85,42,4.0,scattered clouds
412,Panaba,MX,21.2833,-88.2667,66.4,91,12,5.93,few clouds
413,Melville,US,40.7934,-73.4151,40.96,82,0,3.44,clear sky
414,Stornoway,GB,58.2093,-6.3865,38.93,85,75,18.41,broken clouds
415,Berlevag,NO,70.8578,29.0864,25.29,84,34,22.53,scattered clouds
416,Ranong,TH,9.9658,98.6348,84.13,65,66,4.21,broken clouds
417,Kovernino,RU,57.1253,43.8142,16.83,98,100,4.25,light snow
418,Smithers,CA,54.7804,-127.1743,39.52,93,100,3.44,overcast clouds
419,Necochea,AR,-38.5473,-58.7368,66.04,67,2,11.99,clear sky
420,Yaan,NG,7.3833,8.5667,75.74,15,76,3.78,broken clouds
421,Porto Belo,BR,-27.1578,-48.5531,76.95,81,73,3.6,broken clouds
422,Abu Samrah,SY,35.3029,37.1841,44.37,82,100,12.59,overcast clouds
423,Taoudenni,ML,22.6783,-3.9836,61.9,24,0,11.5,clear sky
424,Solnechnyy,RU,50.7214,136.6319,10.8,86,98,3.02,overcast clouds
425,Ust-Barguzin,RU,53.45,108.9833,4.68,92,100,8.25,light snow
426,Dzerzhinsk,RU,56.2389,43.4631,15.62,92,100,2.24,overcast clouds
427,Krugersdorp,ZA,-26.0858,27.7752,61.92,78,8,2.73,clear sky
428,Arlit,NE,18.7369,7.3853,63.61,10,0,8.23,clear sky
429,Faanui,PF,-16.4833,-151.75,81.36,75,87,13.15,light rain
430,Gondanglegi,ID,-7.7479,112.0132,77.81,87,96,0.94,moderate rain
431,Xining,CN,36.6167,101.7667,18.93,81,98,2.19,overcast clouds
432,Beroroha,MG,-21.6667,45.1667,73.44,83,91,2.28,overcast clouds
433,Nibbar,TN,36.2941,8.7666,34.48,87,20,4.61,few clouds
434,Sao Gotardo,BR,-19.3111,-46.0489,64.62,99,100,2.08,overcast clouds
435,Zhezkazgan,KZ,47.8043,67.7144,21.18,100,100,6.71,overcast clouds
436,Isangel,VU,-19.55,169.2667,80.71,94,100,26.46,heavy intensity rain
437,Boa Vista,BR,2.8197,-60.6733,82.38,61,0,4.61,clear sky
438,Mastic Beach,US,40.7668,-72.8521,37.98,77,0,3.0,mist
439,Bilibino,RU,68.0546,166.4372,-32.69,100,80,1.52,broken clouds
440,Elk Plain,US,47.0532,-122.3976,50.95,86,20,3.44,few clouds
441,Xuddur,SO,4.1213,43.8894,64.85,79,73,16.28,broken clouds
442,Ternate,ID,0.8,127.4,84.49,67,54,3.71,broken clouds
443,Puerto Madero,MX,14.7208,-92.4215,71.8,100,20,0.0,few clouds
444,Jiazi,CN,22.8779,116.067,64.18,77,84,12.86,broken clouds
445,Kati,ML,12.7441,-8.0726,76.41,15,4,4.81,clear sky
446,Nanortalik,GL,60.1432,-45.2371,20.05,69,69,7.11,broken clouds
447,Betioky,MG,-23.7167,44.3833,69.6,88,76,4.5,broken clouds
448,Kuchera,IN,26.9839,73.9719,58.24,67,0,4.43,clear sky
449,Manuk Mangkaw,PH,4.8,119.85,81.21,76,51,2.26,broken clouds
450,Sambava,MG,-14.2667,50.1667,75.51,91,100,5.08,overcast clouds
451,Flin Flon,CA,54.7682,-101.865,5.81,96,100,5.32,light snow
452,Ayutla,MX,20.1167,-104.3333,53.55,53,0,3.94,clear sky
453,Bonthe,SL,7.5264,-12.505,75.92,90,0,0.31,clear sky
454,Robe,AU,-37.1833,139.75,64.0,61,70,10.76,broken clouds
455,Coronado,US,32.6859,-117.1831,73.76,29,20,8.05,few clouds
456,Nelson Bay,AU,-32.7167,152.15,94.77,62,4,4.0,clear sky
457,Yuryevets,RU,57.3201,43.1041,17.6,97,99,6.26,snow
458,Verkhoyansk,RU,67.5447,133.385,-32.67,98,94,0.92,overcast clouds
459,El Tocuyo,VE,9.7873,-69.7937,70.7,86,82,3.04,broken clouds
460,Honningsvag,NO,70.9821,25.9704,27.81,77,99,24.09,overcast clouds
461,Khorixas,NA,-20.3667,14.9667,70.59,82,100,2.24,overcast clouds
462,Lata,PT,40.1629,-8.3327,46.06,69,69,3.83,broken clouds
463,Balkanabat,TM,39.5108,54.3671,50.99,35,2,5.21,clear sky
464,Los Llanos De Aridane,ES,28.6585,-17.9182,71.13,36,0,6.91,clear sky
465,Kenora,CA,49.8167,-94.4337,11.37,79,100,5.75,overcast clouds
466,Arman,RU,59.7,150.1667,7.02,69,96,2.66,overcast clouds
467,Jaunjelgava,LV,56.6167,25.0833,36.5,86,70,10.54,broken clouds
468,Rocha,UY,-34.4833,-54.3333,60.44,87,0,5.99,clear sky
469,Matay,EG,28.419,30.7792,46.89,64,4,7.92,clear sky
470,Dorsten,DE,51.6667,6.9667,47.17,90,100,8.99,overcast clouds
471,Stephenville Crossing,CA,48.5,-58.4318,32.13,80,75,11.5,broken clouds
472,Kuching,MY,1.55,110.3333,84.42,74,40,2.3,scattered clouds
473,Viseu,PT,40.661,-7.9097,45.7,73,45,3.49,scattered clouds
474,Paamiut,GL,61.994,-49.6678,20.7,80,100,18.48,overcast clouds
475,Tarauaca,BR,-8.1614,-70.7656,71.64,99,100,2.46,overcast clouds
476,Chute-Aux-Outardes,CA,49.1168,-68.399,28.71,93,100,3.44,overcast clouds
477,Kedrovyy,RU,56.1667,91.8167,-21.14,91,6,4.16,clear sky
478,Boddam,GB,57.4667,-1.7833,37.38,70,83,15.95,broken clouds
479,Honiara,SB,-9.4333,159.95,85.46,74,47,9.93,moderate rain
480,Puerto Escondido,MX,15.85,-97.0667,77.83,73,0,0.0,clear sky
481,Tarata,BO,-17.6167,-66.0167,62.02,73,98,2.84,overcast clouds
482,Killybegs,IE,54.6333,-8.45,34.45,63,100,27.09,light snow
483,Iquitos,PE,-3.7481,-73.2472,73.44,100,75,4.61,broken clouds
484,Lillooet,CA,50.6856,-121.942,47.16,97,86,4.97,overcast clouds
485,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,57,8,9.01,clear sky
486,Andra,RU,62.5147,65.8878,1.87,98,99,12.97,overcast clouds
487,Loikaw,MM,19.6742,97.2094,73.85,18,5,2.21,clear sky
488,Nuuk,GL,64.1835,-51.7216,21.81,93,100,10.36,overcast clouds
489,Zhangjiakou,CN,40.81,114.8794,27.95,43,5,2.64,light snow
490,Okha,RU,53.5739,142.9478,17.74,94,100,12.91,light snow
491,Altar,MX,30.7,-111.8167,63.57,20,0,7.16,clear sky
492,Sinnamary,GF,5.3833,-52.95,75.88,87,33,7.61,scattered clouds
493,Chernyshevskiy,RU,63.0128,112.4714,-15.21,92,99,1.72,overcast clouds
494,Tamandare,BR,-8.7597,-35.1047,79.74,72,90,9.73,overcast clouds
495,Zeya,RU,53.75,127.2667,8.33,59,94,3.09,overcast clouds
496,Beisfjord,NO,68.3751,17.5988,30.25,77,100,10.04,overcast clouds
497,Broome,US,42.2506,-75.833,42.21,64,100,8.05,overcast clouds
498,Tilichiki,RU,60.4667,166.1,-6.48,76,7,5.41,clear sky
499,Yulara,AU,-25.2406,130.9889,93.04,24,75,9.22,broken clouds
500,Te Anau,NZ,-45.4167,167.7167,74.35,44,1,7.85,clear sky
501,Lafiagi,NG,8.8667,5.4167,76.66,18,10,0.13,clear sky
502,Burns Lake,CA,54.2331,-125.7533,42.22,83,68,10.47,broken clouds
503,Nantucket,US,41.2835,-70.0995,37.15,89,0,5.75,clear sky
504,Koplik,AL,42.2136,19.4364,44.96,65,0,3.38,clear sky
505,Chincha Alta,PE,-13.4099,-76.1323,70.75,84,100,1.32,overcast clouds
506,Humberto De Campos,BR,-2.5983,-43.4611,74.39,93,74,3.76,broken clouds
507,Santa Cruz,BO,-17.8,-63.1667,71.06,78,26,6.91,scattered clouds
508,Sergeyevka,KZ,53.88,67.4158,-6.66,100,50,5.53,scattered clouds
509,Trelew,AR,-43.249,-65.3051,64.45,83,100,8.43,overcast clouds
510,Jiuquan,CN,39.7432,98.5174,26.37,38,82,1.9,broken clouds
511,Manor,IN,19.75,72.9167,68.63,46,6,5.17,clear sky
512,Utmanzai,PK,34.188,71.7629,48.81,47,0,2.73,clear sky
513,Bebra,DE,50.9667,9.8,43.0,90,27,4.14,scattered clouds
514,Camacha,PT,33.0833,-16.3333,62.02,88,0,1.14,clear sky
515,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.2,93,100,5.75,overcast clouds
516,Pathein,MM,16.7833,94.7333,77.74,25,7,6.91,clear sky
517,Capreol,CA,46.706,-80.9225,33.55,94,100,14.97,mist
518,Mehamn,NO,71.0357,27.8492,16.59,92,49,8.84,scattered clouds
519,Saint-Pierre,RE,-21.3393,55.4781,76.68,61,0,6.91,clear sky
520,Halifax,CA,44.6453,-63.5724,33.49,87,82,2.3,broken clouds
521,Muisne,EC,0.6,-80.0333,76.26,86,89,4.14,overcast clouds
522,Palana,RU,59.1167,159.9667,3.96,90,34,3.62,scattered clouds
523,Pearl,US,32.2746,-90.132,48.34,64,0,0.0,clear sky
524,Mukhen,RU,48.1,136.1,15.75,80,33,3.85,scattered clouds
525,Bima,ID,-8.4667,118.7167,80.31,86,100,1.36,overcast clouds
526,Mulege,MX,26.8833,-111.9833,59.92,49,0,2.24,clear sky
527,Chapleau,CA,47.8405,-83.4034,23.76,96,100,6.29,light snow
528,Sri Aman,MY,1.2376,111.4621,82.45,83,40,1.14,scattered clouds
529,Bathurst,AU,-33.4166,149.5806,82.27,31,50,10.96,scattered clouds
530,Jojoima,SL,7.8792,-10.7878,69.15,98,0,1.57,clear sky
531,Northam,GB,51.0333,-4.2167,45.3,84,100,11.56,overcast clouds
532,Kazerun,IR,29.6195,51.6541,49.84,27,0,5.17,clear sky
533,Adelaide,AU,-34.9333,138.6,79.41,46,20,20.71,few clouds
534,Ushtobe,KZ,45.2514,77.9838,25.2,97,100,5.88,overcast clouds
535,Ixtapa,MX,20.7,-105.2,68.23,88,0,0.0,clear sky
536,Awbari,LY,26.5921,12.7805,43.72,64,4,10.16,clear sky
537,Garissa,KE,-0.4536,39.6401,72.99,86,60,4.7,broken clouds
538,Dalhousie,IN,32.5333,75.9833,33.04,50,0,7.09,clear sky
539,Portree,GB,57.4129,-6.1942,42.85,88,77,24.49,broken clouds
540,Pamanukan,ID,-6.2842,107.8106,78.3,78,100,7.92,overcast clouds
541,Inirida,CO,3.8653,-67.9239,72.59,94,100,1.52,overcast clouds
542,Atasu,KZ,48.6814,71.6433,3.67,98,92,3.6,overcast clouds
543,Mayo,US,38.8876,-76.5119,48.13,71,0,10.36,clear sky
544,Sabratah,LY,32.7933,12.4885,50.7,64,0,6.06,clear sky
545,Chengdu,CN,30.6667,104.0667,42.69,81,40,4.47,scattered clouds
546,Allentown,US,40.6084,-75.4902,41.94,75,0,5.75,clear sky
547,Faya,SA,18.3851,42.4509,55.51,74,9,2.59,clear sky
548,Majene,ID,-3.5403,118.9707,77.32,90,100,8.01,light rain
549,Harrisonburg,US,38.4496,-78.8689,41.23,79,100,4.61,overcast clouds
550,Rohru,IN,31.2167,77.75,39.69,50,0,4.36,clear sky
